,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
811,Humble,29.9988,-95.2622,Assertive Carpet Care,29.995987,-95.264642,Other Repair Shop
812,Jersey Village,29.8877,-95.563,Carol Fox Park,29.887375822229426,-95.56269443262663,Park
813,Jersey Village,29.8877,-95.563,First Stop Mini Super Market,29.886006,-95.56158,Food & Drink Shop
814,Kingwood,30.05,-95.1845,Orange Leaf Frozen Yogurt,30.05074553569121,-95.18584652279104,Frozen Yogurt Shop
815,Kingwood,30.05,-95.1845,Gigi's Cupcakes,30.04841272772696,-95.18542877753045,Cupcake Shop
816,Kingwood,30.05,-95.1845,Raising Cane's Chicken Fingers,30.051240378750006,-95.18312668487052,Fried Chicken Joint
817,Kingwood,30.05,-95.1845,Raising Cane's Chicken Fingers,30.051133,-95.18303,Fried Chicken Joint
818,Kingwood,30.05,-95.1845,Torchy's Tacos,30.05165969487028,-95.18125281324109,Taco Place
819,Kingwood,30.05,-95.1845,Kingwood Bagel & Deli,30.047799327917826,-95.18429795927054,Bagel Shop
820,Kingwood,30.05,-95.1845,Fuddruckers,30.048816,-95.18589,Burger Joint
821,Kingwood,30.05,-95.1845,Chick-fil-A,30.050407,-95.1804897,Fast Food Restaurant
822,Kingwood,30.05,-95.1845,Kingwood Town Center Square,30.04771183884194,-95.18473595549854,Plaza
823,Kingwood,30.05,-95.1845,Papa Murphy's,30.049916999999997,-95.183033,Pizza Place
824,Kingwood,30.05,-95.1845,Hunan Garden,30.05108088560967,-95.18619465657156,Chinese Restaurant
825,Kingwood,30.05,-95.1845,Hin's Garden,30.049866839292907,-95.18165853188528,Chinese Restaurant
826,Kingwood,30.05,-95.1845,H-E-B,30.0527589,-95.1838212,Grocery Store
827,Kingwood,30.05,-95.1845,Chachi's Mexican Restaurant,30.0480807,-95.185626,Mexican Restaurant
828,Kingwood,30.05,-95.1845,Whataburger,30.052516271813623,-95.18185593865775,Burger Joint
829,Kingwood,30.05,-95.1845,la Madeleine French Bakery & Café Kingwood,30.050158,-95.182369,Café
830,Kingwood,30.05,-95.1845,Freddy’s Frozen Custard & Steakburgers,30.051556,-95.181622,Burger Joint
831,Kingwood,30.05,-95.1845,Starbucks,30.04839439,-95.18260906,Coffee Shop
832,Kingwood,30.05,-95.1845,Hallmark,30.05062243736988,-95.1865220982582,Gift Shop
833,Kingwood,30.05,-95.1845,Walgreens,30.0519903,-95.1864281,Pharmacy
834,Kingwood,30.05,-95.1845,Potbelly,30.051566,-95.180409,Sandwich Place
835,Kingwood,30.05,-95.1845,CVS pharmacy,30.04835734062148,-95.18282224458652,Pharmacy
836,Kingwood,30.05,-95.1845,Three B's Grill,30.05037052192096,-95.181438630379,American Restaurant
837,Kingwood,30.05,-95.1845,Potbelly Sandwich Shop,30.051725643299054,-95.18000367361071,Sandwich Place
838,Kingwood,30.05,-95.1845,Russo's New York Pizzeria,30.0487647,-95.1853522,Pizza Place
839,Kingwood,30.05,-95.1845,Wingstop,30.047998,-95.184416,Wings Joint
840,Kingwood,30.05,-95.1845,The Mudpie Company,30.0485954,-95.1853314,Art Gallery
841,Kingwood,30.05,-95.1845,MOD Pizza,30.05168829,-95.18009122,Pizza Place
842,Kingwood,30.05,-95.1845,Papa John's Pizza,30.04771242605334,-95.18451123313525,Pizza Place
843,Kingwood,30.05,-95.1845,Redbox,30.049826,-95.185045,Video Store
844,Kingwood,30.05,-95.1845,Starbucks,30.051746,-95.18063,Coffee Shop
845,Kingwood,30.05,-95.1845,AT&T,30.04883,-95.181986,Mobile Phone Shop
846,Kingwood,30.05,-95.1845,Town Center Park,30.047711655907563,-95.18503140947013,Park
847,Kingwood,30.05,-95.1845,The UPS Store,30.049907,-95.18143,Shipping Store
848,Kingwood,30.05,-95.1845,Domino's Pizza,30.0507522,-95.1865469,Pizza Place
849,Kingwood,30.05,-95.1845,Wells Fargo,30.04913623354152,-95.18346950411802,Bank
850,Kingwood,30.05,-95.1845,McDonald's,30.04899687441632,-95.18548644614378,Fast Food Restaurant
851,Kingwood,30.05,-95.1845,FAMOUS FOOTWEAR,30.050901,-95.186578,Shoe Store
852,Kingwood,30.05,-95.1845,SUBWAY,30.051705591666074,-95.18608690590213,Sandwich Place
853,Kingwood,30.05,-95.1845,Marble Slab Creamery,30.0484,-95.182569,Ice Cream Shop
854,Kingwood,30.05,-95.1845,Sushihana,30.04819409630771,-95.18535781590758,Japanese Restaurant
855,Kingwood,30.05,-95.1845,Burger King,30.04854071309142,-95.18439956009388,Fast Food Restaurant
856,Kingwood,30.05,-95.1845,MJ Nail Salon,30.048418488653727,-95.18492443457905,Spa
857,Kingwood,30.05,-95.1845,Randalls,30.0488261,-95.1820018,Supermarket
858,Kingwood,30.05,-95.1845,PostNet,30.050901,-95.186578,Print Shop
859,Kingwood,30.05,-95.1845,Eye Trends,30.050901,-95.186578,Eye Doctor
860,Kingwood,30.05,-95.1845,FedEx Office Print & Ship Center,30.047498,-95.184237,Shipping Store
861,Kingwood,30.05,-95.1845,Thomas Markle Jewelers,30.051592,-95.186336,Jewelry Store
862,Kingwood,30.05,-95.1845,Rapid Refill Ink,30.046839,-95.18186,Paper / Office Supplies Store
863,Lake Houston,29.9724,-95.138,TunePark Management,29.9723669,-95.13799460000001,Business Service
864,Lake Houston,29.9724,-95.138,sami show for kids,29.9723669,-95.13799460000001,Event Service
865,Spring,30.0799,-95.4172,Old Town Spring,30.078900139301425,-95.41982829085623,Miscellaneous Shop
866,Spring,30.0799,-95.4172,Corkscrew BBQ,30.0807647642907,-95.41999460352511,BBQ Joint
867,Spring,30.0799,-95.4172,Puffabelly's Old Depot Restaurant,30.07986880460623,-95.41799275823234,American Restaurant
868,Spring,30.0799,-95.4172,The Black Sheep Bistro,30.079319948782892,-95.4209253920518,American Restaurant
869,Spring,30.0799,-95.4172,The Loose Caboose,30.07892265779692,-95.41865387027505,BBQ Joint
870,Spring,30.0799,-95.4172,Jailhouse Saloon,30.081173488686897,-95.42109407905843,Music Venue
871,Spring,30.0799,-95.4172,Ellen's Cafe,30.078461250120966,-95.41969695644615,Café
872,Spring,30.0799,-95.4172,That Italian Joint,30.079084,-95.418536,Italian Restaurant
873,Spring,30.0799,-95.4172,The Blue Giraffe,30.078928349132614,-95.42089731887971,Café
874,Spring,30.0799,-95.4172,The Tea Kettle Cafe,30.078722,-95.418177,Tea Room
875,Spring,30.0799,-95.4172,The Pepper Place,30.0796411268369,-95.41986465454102,Gourmet Shop
876,Spring,30.0799,-95.4172,Excalibur Brewing,30.079958960132487,-95.42150687974868,Brewery
877,Spring,30.0799,-95.4172,Blair Med Spa,30.080086756828326,-95.41282653808594,Spa
878,Spring,30.0799,-95.4172,Budget Solar Services,30.08251911847978,-95.42100191116333,Home Service
879,Tomball,30.0972,-95.6161,Old Town Tomball,30.096935187547956,-95.61570561079769,Historic Site
880,Tomball,30.0972,-95.6161,Cisco's Salsa Company,30.097945832657462,-95.61595196197129,Mexican Restaurant
881,Tomball,30.0972,-95.6161,Tejas Chocolate Craftory,30.098959,-95.61481,Chocolate Shop
882,Tomball,30.0972,-95.6161,Nonnie's Soda Fountain,30.097270499327834,-95.61396041231163,Diner
883,Tomball,30.0972,-95.6161,The Whistle Stop Tea Room,30.098374140233155,-95.61474449121569,Tea Room
884,Tomball,30.0972,-95.6161,the empty glass,30.097425468108106,-95.6141686015731,Wine Bar
885,Tomball,30.0972,-95.6161,Jane & John Dough Bakery,30.09936461389441,-95.61485987773389,Bakery
886,Tomball,30.0972,-95.6161,Fire Ant Brewing Co,30.096334,-95.615951,Brewery
887,Tomball,30.0972,-95.6161,Main Street Crossing,30.0977184185933,-95.61443957064884,Music Venue
888,Tomball,30.0972,-95.6161,Tomball Farmers Market,30.096860339920394,-95.6159314234438,Farmers Market
889,Tomball,30.0972,-95.6161,Brautigams Bar N Grill,30.09596647892201,-95.61633686195844,American Restaurant
890,Tomball,30.0972,-95.6161,BonFire Grill,30.09612,-95.61772,American Restaurant
891,Tomball,30.0972,-95.6161,South Texas Coffee Co.,30.096317,-95.617782,Coffee Shop
892,Tomball,30.0972,-95.6161,DaVinci Artists Gallery,30.09694977959251,-95.6161572369557,Art Gallery
893,Tomball,30.0972,-95.6161,"Tomball Railroad Depot, Plaza & Gazebo",30.097118454145672,-95.6140736269604,Plaza
894,Tomball,30.0972,-95.6161,Snowflake Donuts,30.09608492959851,-95.6179997022773,Donut Shop
895,Tomball,30.0972,-95.6161,Mi Pottery,30.098621952951863,-95.61428916940334,Arts & Crafts Store
896,Tomball,30.0972,-95.6161,DeNovo,30.096151,-95.619175,Coffee Shop
897,Tomball,30.0972,-95.6161,Che Gaucho,30.095528,-95.61944,Argentinian Restaurant
898,Tomball,30.0972,-95.6161,El Emperador Mexican Restaurant,30.095474,-95.619485,Mexican Restaurant
899,Tomball,30.0972,-95.6161,Tomball Museum Center,30.099535619285515,-95.62005778878404,History Museum
900,The Woodlands,30.158,-95.4894,Lice Care Solutions | The Woodlands Lice Removal & Lice Treatment,30.15805962644461,-95.49066424369812,Health & Beauty Service
901,The Woodlands,30.158,-95.4894,XFINITY Store by Comcast,30.15952532003185,-95.489741563797,Business Service
902,The Woodlands,30.158,-95.4894,Woodlands Parkway,30.157633028962255,-95.4926438746428,Road
903,The Woodlands,30.158,-95.4894,The Wodlands Forest,30.15862984659365,-95.49433905940117,Dog Run
904,Alvin,29.4238,-95.2441,Gordon Street Tavern,29.424223893768836,-95.2439654998749,American Restaurant
905,Alvin,29.4238,-95.2441,Coastal Crossing Grill,29.424126232615393,-95.24349011293913,Seafood Restaurant
906,Alvin,29.4238,-95.2441,Wells Fargo Alvin Downtown,29.424016138333194,-95.24418666958809,Bank
907,Alvin,29.4238,-95.2441,Monterreys Little Mexico,29.42070541891697,-95.2443165510147,Mexican Restaurant
908,Alvin,29.4238,-95.2441,The Caboose BBQ,29.4238729,-95.2435308,BBQ Joint
909,Alvin,29.4238,-95.2441,Tommaso's Italian Grill & Sports Bar,29.427690000000002,-95.244628,Italian Restaurant
910,Missouri City,29.5763,-95.537,Best Buy,29.575066663871517,-95.54012253638128,Electronics Store
911,Missouri City,29.5763,-95.537,Noe Valley,29.573840487814312,-95.53517993631243,Farm
912,Pearland,29.5636,-95.286,Whataburger,29.56283778333132,-95.28647639237988,Burger Joint
913,Pearland,29.5636,-95.286,Central Texas Bar-B-Q,29.563444794386765,-95.28796946791749,BBQ Joint
914,Pearland,29.5636,-95.286,Pearland Coffee Roasters,29.563393442038635,-95.28766156209828,Coffee Shop
915,Pearland,29.5636,-95.286,Killen's Barbecue,29.563919687340274,-95.28235502613539,BBQ Joint
916,Pearland,29.5636,-95.286,Firehouse Subs North Main St. - Pearland,29.564736,-95.286472,Sandwich Place
917,Pearland,29.5636,-95.286,Resailing Resale,29.56342168893148,-95.28110961597181,Thrift / Vintage Store
918,Pearland,29.5636,-95.286,Busy Bee Cafe,29.564047556049417,-95.28672155141535,Diner
919,Pearland,29.5636,-95.286,Juanito's Mexican Restaurant,29.56043866438465,-95.28420832868231,Mexican Restaurant
920,Pearland,29.5636,-95.286,Dairy Queen,29.563437906030607,-95.28240507903207,Ice Cream Shop
921,Pearland,29.5636,-95.286,KFC,29.56466523935707,-95.28644721061298,Fast Food Restaurant
922,Pearland,29.5636,-95.286,McDonald's,29.567661056482738,-95.28672910762003,Fast Food Restaurant
923,Richmond,29.5822,-95.7608,Sandy McGee's,29.582967195434605,-95.76165562375871,Café
924,Richmond,29.5822,-95.7608,Lonestar Saloon,29.583539324349363,-95.76134562125856,Bar
925,Richmond,29.5822,-95.7608,Blockhouse Coffee,29.581356,-95.763532,Coffee Shop
926,Richmond,29.5822,-95.7608,Joseph's Good Coffee & Fine Cigars,29.583437460060914,-95.76032804219078,Smoke Shop
927,Richmond,29.5822,-95.7608,Trough Juice Bar,29.583498,-95.761076,Juice Bar
928,Richmond,29.5822,-95.7608,The Lonestar Saloon,29.583683465380922,-95.76134204864502,American Restaurant
929,Richmond,29.5822,-95.7608,X Gear 101,29.583179634547545,-95.76269388198853,Shoe Store
930,Richmond,29.5822,-95.7608,Fort Bend Museum,29.580353000000002,-95.76207099999999,History Museum
931,Richmond,29.5822,-95.7608,Richmond Historic Train Station,29.582819986799965,-95.76365384577724,Train Station
932,Richmond,29.5822,-95.7608,Downtown Richmond,29.58383889172436,-95.75784550635191,Plaza
933,Rosenberg,29.5572,-95.8086,Ol Railroad Cafe,29.559449329075893,-95.807755781045,Café
934,Rosenberg,29.5572,-95.8086,Bob's Taco Station,29.55847834412312,-95.8075886964798,Mexican Restaurant
935,Rosenberg,29.5572,-95.8086,Another Time Soda Fountain,29.5600762,-95.8070056,Diner
936,Rosenberg,29.5572,-95.8086,Schulze's Bar-B-Que,29.555851163548482,-95.80898920138394,BBQ Joint
937,Rosenberg,29.5572,-95.8086,Country Pho,29.557897295053714,-95.80724309456843,Noodle House
938,Rosenberg,29.5572,-95.8086,Popeyes Louisiana Kitchen,29.555073499715014,-95.80911114751491,Fried Chicken Joint
939,Rosenberg,29.5572,-95.8086,SONIC Drive In,29.5578554835453,-95.8095009324301,Fast Food Restaurant
940,Rosenberg,29.5572,-95.8086,Rosenberg Railroad Museum,29.56039177498028,-95.80723785559275,Museum
941,Rosenberg,29.5572,-95.8086,2-M's Malt-n-Burger,29.55822271029998,-95.80608885201474,Burger Joint
942,Rosenberg,29.5572,-95.8086,Downtown Rosenberg,29.558728099540033,-95.80885885465612,Plaza
943,Rosenberg,29.5572,-95.8086,Buena Vista Mexican Restaurant,29.55857,-95.80973,Mexican Restaurant
944,Rosenberg,29.5572,-95.8086,Schulze Family Restaurant,29.555485408048966,-95.8090287660563,American Restaurant
945,Rosenberg,29.5572,-95.8086,Bob's Snoballs,29.558587804689264,-95.80768493453041,Ice Cream Shop
946,Rosenberg,29.5572,-95.8086,The Black Cowboy Museum,29.555927,-95.8069,Museum
947,Rosenberg,29.5572,-95.8086,El Tejano Carniceria Y Taqueria,29.558944021918414,-95.80670153671838,Mexican Restaurant
948,Rosenberg,29.5572,-95.8086,Brazos River Provisions Co.,29.559471172853662,-95.80727818687804,Gourmet Shop
949,Rosenberg,29.5572,-95.8086,The Old Main Street Bakery,29.559765000000002,-95.807038,Bakery
950,Rosenberg,29.5572,-95.8086,Luscious Couples Retreat,29.559732,-95.806443,Spa
951,Sugar Land,29.5984,-95.6226,Whole Foods Market,29.599882562119888,-95.623387866914,Grocery Store
952,Sugar Land,29.5984,-95.6226,Japaneiro’s Sushi Bistro & Latin Grill,29.597433572962668,-95.62155355765107,Sushi Restaurant
953,Sugar Land,29.5984,-95.6226,Albert Luiz Salon and Spa,29.59738308150861,-95.62109534205268,Salon / Barbershop
954,Sugar Land,29.5984,-95.6226,Flying Saucer Draught Emporium,29.597046754128776,-95.62069942920735,Beer Garden
955,Sugar Land,29.5984,-95.6226,Fish City Grill,29.59662015735403,-95.62150928254572,Seafood Restaurant
956,Sugar Land,29.5984,-95.6226,Sugar Land Town Square,29.595989327035074,-95.62215700843703,Shopping Plaza
957,Sugar Land,29.5984,-95.6226,Perry's Steakhouse & Grille,29.596482832454615,-95.62306315009084,Steakhouse
958,Sugar Land,29.5984,-95.6226,Piada Italian Street Food,29.598580217173147,-95.62456060860491,Italian Restaurant
959,Sugar Land,29.5984,-95.6226,Bellagreen | Sugar Land,29.59741461789822,-95.62018882928614,American Restaurant
960,Sugar Land,29.5984,-95.6226,Jupiter Pizza & Waffles Co.,29.59574019860877,-95.62218828045825,Pizza Place
961,Sugar Land,29.5984,-95.6226,European Wax Center,29.60057478774384,-95.62224820706695,Health & Beauty Service
962,Sugar Land,29.5984,-95.6226,BJ's Restaurant & Brewhouse,29.598160286142537,-95.62017240947624,American Restaurant
963,Sugar Land,29.5984,-95.6226,Guru Burgers & Crepes,29.596447836088032,-95.62023325784264,Burger Joint
964,Sugar Land,29.5984,-95.6226,Sugar Land Marriott Town Square,29.596646914050613,-95.62238216400146,Hotel
965,Sugar Land,29.5984,-95.6226,Azuma on the Lake,29.601204361468543,-95.62185769850183,Japanese Restaurant
966,Sugar Land,29.5984,-95.6226,Pei Wei,29.598284,-95.625977,Asian Restaurant
967,Sugar Land,29.5984,-95.6226,Lupe Tortilla - Sugar Land,29.599233724539516,-95.62028719812179,Mexican Restaurant
968,Sugar Land,29.5984,-95.6226,Five Guys,29.600694433599735,-95.62124445168593,Burger Joint
969,Sugar Land,29.5984,-95.6226,Texas Running Company,29.60006206095215,-95.6226126953594,Sporting Goods Shop
970,Sugar Land,29.5984,-95.6226,Bar Louie,29.596079934964582,-95.62190180715574,Gastropub
971,Sugar Land,29.5984,-95.6226,Panera Bread,29.598688,-95.625098,Bakery
972,Sugar Land,29.5984,-95.6226,Orangetheory Fitness,29.600188006403155,-95.62240891580059,Gym
973,Sugar Land,29.5984,-95.6226,Starbucks,29.59607175,-95.6223881,Coffee Shop
974,Sugar Land,29.5984,-95.6226,Potbelly Sandwich Shop,29.600040786260745,-95.62593823092197,Sandwich Place
975,Sugar Land,29.5984,-95.6226,Torchy's Tacos,29.6007317,-95.6214737,Taco Place
976,Sugar Land,29.5984,-95.6226,Escalante's,29.596877477763417,-95.62111348812681,Mexican Restaurant
977,Sugar Land,29.5984,-95.6226,P.F. Chang's,29.595278844485634,-95.62413767733233,Chinese Restaurant
978,Sugar Land,29.5984,-95.6226,Sur La Table,29.594863735355872,-95.62329111873845,Kitchen Supply Store
979,Sugar Land,29.5984,-95.6226,Revolution Studio,29.59523023595429,-95.62381333592674,Cycle Studio
980,Sugar Land,29.5984,-95.6226,Benihana,29.59529535510025,-95.61930252555086,Japanese Restaurant
981,Sugar Land,29.5984,-95.6226,Beck's Prime,29.599416958639097,-95.62700630563879,Burger Joint
982,Sugar Land,29.5984,-95.6226,The Rouxpour,29.596300418487097,-95.62008384828458,Cajun / Creole Restaurant
983,Sugar Land,29.5984,-95.6226,Cigar Cigar,29.596370284322358,-95.62019601784233,Smoke Shop
984,Sugar Land,29.5984,-95.6226,Chick-fil-A,29.5962273,-95.6183655,Fast Food Restaurant
985,Sugar Land,29.5984,-95.6226,Zoës Kitchen,29.594494272365303,-95.62290865894971,Mediterranean Restaurant
986,Sugar Land,29.5984,-95.6226,Z Gallerie,29.59493510060139,-95.62335830138761,Furniture / Home Store
987,Sugar Land,29.5984,-95.6226,la Madeleine French Bakery & Café First Colony,29.594381,-95.620987,French Restaurant
988,Sugar Land,29.5984,-95.6226,Blaze Pizza,29.598871,-95.627188,Pizza Place
989,Sugar Land,29.5984,-95.6226,Imperial Vapor Company formerly Vape On,29.594654,-95.6202035,Electronics Store
990,Sugar Land,29.5984,-95.6226,Hyatt Place Houston/Sugar Land,29.602508180920957,-95.62409316635943,Hotel
991,Sugar Land,29.5984,-95.6226,Sabai Thai Cafe,29.594029638818384,-95.62165092391665,Thai Restaurant
992,Sugar Land,29.5984,-95.6226,Churrascos,29.60265686819742,-95.62192614996316,Latin American Restaurant
993,Sugar Land,29.5984,-95.6226,Jimmy John's,29.59430763463802,-95.62279670432913,Sandwich Place
994,Sugar Land,29.5984,-95.6226,Jared The Galleria Of Jewelry,29.599237,-95.626391,Jewelry Store
995,Sugar Land,29.5984,-95.6226,Carrabba's Italian Grill,29.59713348985742,-95.61764576621185,Italian Restaurant
996,Sugar Land,29.5984,-95.6226,SmashBurger,29.594693996715204,-95.62048673272115,Burger Joint
997,Sugar Land,29.5984,-95.6226,Wells Fargo Bank,29.59877623095787,-95.62536478042603,Bank
998,Sugar Land,29.5984,-95.6226,Chipotle Mexican Grill,29.59404960563666,-95.62282472942253,Mexican Restaurant
999,Sugar Land,29.5984,-95.6226,Kublai Khan Stir-Fry,29.601104777055983,-95.62180920297219,Asian Restaurant
1000,Sugar Land,29.5984,-95.6226,GameStop,29.597651,-95.62592804431915,Video Game Store
1001,Sugar Land,29.5984,-95.6226,Sub Zero Ice Cream & Yogurt,29.600697851182847,-95.62127988303266,Ice Cream Shop
1002,Sugar Land,29.5984,-95.6226,Gigi's Cupcakes,29.600791191180452,-95.62187013953333,Bakery
1003,Sugar Land,29.5984,-95.6226,Veritas Steak and Seafood,29.6021716,-95.62205689999999,Steakhouse
1004,Sugar Land,29.5984,-95.6226,Sears,29.6009996,-95.6222752,Hardware Store
1005,Sugar Land,29.5984,-95.6226,Sally Beauty,29.59594411742425,-95.62667602636013,Cosmetics Shop
1006,Sugar Land,29.5984,-95.6226,Cravers' Corner,29.598657115630292,-95.62721987896988,Dessert Shop
1007,Sugar Land,29.5984,-95.6226,The UPS Store,29.5982031,-95.6261183,Shipping Store
1008,Sugar Land,29.5984,-95.6226,Pho Mai,29.59860197485786,-95.62698292027534,Vietnamese Restaurant
1009,Sugar Land,29.5984,-95.6226,SUBWAY,29.59590500896982,-95.6266142487678,Sandwich Place
1010,Sugar Land,29.5984,-95.6226,Post Oak Grill,29.602026383428832,-95.62193775386982,New American Restaurant
1011,Sugar Land,29.5984,-95.6226,Xfinity,29.598105895582247,-95.62616615076433,Electronics Store
1012,Sugar Land,29.5984,-95.6226,Edible Arrangements,29.597296400798193,-95.62501624429467,Gift Shop
1013,Sugar Land,29.5984,-95.6226,Inside Scoop,29.60066627854982,-95.62136658443436,Frozen Yogurt Shop
1014,Sugar Land,29.5984,-95.6226,Extreme Pita,29.600758000000003,-95.621423,Falafel Restaurant
1015,Baytown,29.7355,-94.9774,Someburger,29.737333156271042,-94.97809569260116,American Restaurant
1016,Baytown,29.7355,-94.9774,Jack in the Box,29.736246879719488,-94.97727870941162,Fast Food Restaurant
1017,Baytown,29.7355,-94.9774,Bicentennial Park,29.735029003117837,-94.97871711907814,Park
1018,Baytown,29.7355,-94.9774,Crossfit Baytown,29.735047711984496,-94.97570238188325,Gym
1019,Baytown,29.7355,-94.9774,Green Apple Salon,29.7348758,-94.9755519,Health & Beauty Service
1020,Baytown,29.7355,-94.9774,Mary's Cakes & Cookies,29.734450173866023,-94.97556027706872,Bakery
1021,Baytown,29.7355,-94.9774,Rositas Taqueria,29.73757,-94.978345,Mexican Restaurant
1022,Baytown,29.7355,-94.9774,Ricardo's Mexican Grill,29.733823,-94.981237,Taco Place
1023,Clear Lake,29.5857,-95.1328,Beyond Beauté,29.583884038446435,-95.13082207640939,Spa
1024,Clear Lake,29.5857,-95.1328,Farmers Insurance,29.5872795,-95.13391685,Insurance Office
1025,Clear Lake,29.5857,-95.1328,Adelaide's Boutique,29.583852,-95.131349,Boutique
1026,Clear Lake,29.5857,-95.1328,Hair Revolution,29.58382977426898,-95.13125462674901,Salon / Barbershop
1027,Deer Park,29.7052,-95.1238,Antonios Italian Grill,29.701890082497425,-95.12347667937304,Italian Restaurant
1028,Deer Park,29.7052,-95.1238,Wells Fargo Bank,29.705464290167665,-95.1233276724816,Bank
1029,Deer Park,29.7052,-95.1238,Dairy Queen,29.7066932518315,-95.12415919157563,Ice Cream Shop
1030,Deer Park,29.7052,-95.1238,Corner Store,29.7070234,-95.123534,Convenience Store
1031,Deer Park,29.7052,-95.1238,Domino's Pizza,29.708405524313154,-95.12368708848959,Pizza Place
1032,Deer Park,29.7052,-95.1238,Ken's Restaurant,29.701321989474966,-95.1240554693487,Coffee Shop
1033,Deer Park,29.7052,-95.1238,Deer Park Donuts & Kolaches,29.704609,-95.123558,Bakery
1034,Deer Park,29.7052,-95.1238,Carpet Cleaning Deer Park TX,29.701487,-95.12227800000001,Furniture / Home Store
1035,Friendswood,29.5294,-95.201,Dunn Bros Coffee,29.53232060975738,-95.20406886935234,Coffee Shop
1036,Friendswood,29.5294,-95.201,McDonald's,29.5307172,-95.2029125,Fast Food Restaurant
1037,Friendswood,29.5294,-95.201,Sno Beach,29.52648731275098,-95.19794067999092,Dessert Shop
1038,Friendswood,29.5294,-95.201,Brasserie 1895,29.52717166617885,-95.19734222326434,French Restaurant
1039,Friendswood,29.5294,-95.201,Perry's Grill,29.525918628108013,-95.19774807495503,Steakhouse
1040,Friendswood,29.5294,-95.201,Friends Uncorked,29.53262210120796,-95.20456024260571,Wine Bar
1041,Friendswood,29.5294,-95.201,Shipleys Donuts,29.530966,-95.203835,Breakfast Spot
1042,Friendswood,29.5294,-95.201,Dairy Queen,29.531819093189657,-95.20432928372756,Ice Cream Shop
1043,Friendswood,29.5294,-95.201,Family Dollar,29.530784999999998,-95.20385,Discount Store
1044,Friendswood,29.5294,-95.201,Enterprise Rent-A-Car,29.52723761707833,-95.1965144276619,Rental Car Location
1045,Galena Park,29.7336,-95.2302,XFINITY Store by Comcast,29.734440000000003,-95.230047,Business Service
1046,Galena Park,29.7336,-95.2302,Garage Door Repair Galena Park TX,29.733526559036562,-95.23024320602417,Home Service
1047,Galena Park,29.7336,-95.2302,Deli House,29.734221,-95.233063,American Restaurant
1048,Galena Park,29.7336,-95.2302,Deli House,29.734246,-95.233049,Mexican Restaurant
1049,Galena Park,29.7336,-95.2302,El Potosino,29.732723999999997,-95.234495,Mexican Restaurant
1050,Galena Park,29.7336,-95.2302,XFINITY Store by Comcast,29.734440000000003,-95.230047,Business Service
1051,Galena Park,29.7336,-95.2302,Garage Door Repair Galena Park TX,29.733526559036562,-95.23024320602417,Home Service
1052,Galena Park,29.7336,-95.2302,Deli House,29.734221,-95.233063,American Restaurant
1053,Galena Park,29.7336,-95.2302,Deli House,29.734246,-95.233049,Mexican Restaurant
1054,Galena Park,29.7336,-95.2302,El Potosino,29.732723999999997,-95.234495,Mexican Restaurant
1055,Kemah,29.542,-95.017,Bakkhus Taverna,29.54386505910203,-95.0177596223164,Greek Restaurant
1056,Kemah,29.542,-95.017,T-Bone Tom's,29.541928525393775,-95.0197079898086,Steakhouse
1057,Kemah,29.542,-95.017,Voodoo Hut,29.543833690003773,-95.01820011406737,Tiki Bar
1058,Kemah,29.542,-95.017,Skallywag,29.54359347060841,-95.01830709021633,Bar
1059,Kemah,29.542,-95.017,Kemah Lighthouse,29.54090801140805,-95.01959449427648,Lighthouse
1060,Kemah,29.542,-95.017,Palapas,29.543689477242943,-95.01749686367883,Bar
1061,Kemah,29.542,-95.017,Amadeus,29.542667634721095,-95.01735144649194,Italian Restaurant
1062,Kemah,29.542,-95.017,Kemah Cafe,29.537690299505588,-95.01758630003414,Vietnamese Restaurant
1063,Kemah,29.542,-95.017,Hubcap Grill,29.54152769084355,-95.0181998307487,Burger Joint
1064,Kemah,29.542,-95.017,Tookies,29.54451113903571,-95.02120306237599,Burger Joint
1065,Kemah,29.542,-95.017,Stuttgarden Tavern,29.54291496288035,-95.01810611820731,Bar
1066,Kemah,29.542,-95.017,House Of Tea & Bakery,29.54447,-95.018458,Tea Room
1067,Kemah,29.542,-95.017,Tabella at Clear Creek Winery,29.541891253578004,-95.01893434531742,American Restaurant
1068,Kemah,29.542,-95.017,Dollar Tree,29.539446166128496,-95.02047924175392,Discount Store
1069,Kemah,29.542,-95.017,Pier 1 Imports,29.5392470014247,-95.0207101951065,Furniture / Home Store
1070,Kemah,29.542,-95.017,GameStop,29.539310266249426,-95.02111556317527,Video Game Store
1071,Kemah,29.542,-95.017,Sporting News Grill,29.5410488424344,-95.0187611848956,Hotel Bar
1072,Kemah,29.542,-95.017,SUBWAY,29.54109956642261,-95.02199203719749,Sandwich Place
1073,Kemah,29.542,-95.017,The Monkey Bar Kemah,29.544102986421073,-95.01757613329119,Bar
1074,Kemah,29.542,-95.017,Sally Beauty,29.539424,-95.020947,Cosmetics Shop
1075,Kemah,29.542,-95.017,Clear Creek Vineyard,29.5419368175067,-95.01886930367215,Vineyard
1076,Kemah,29.542,-95.017,Chili's Grill & Bar,29.5403,-95.021648,Tex-Mex Restaurant
1077,Kemah,29.542,-95.017,Jack in the Box,29.54271714913361,-95.02018875857733,Fast Food Restaurant
